85 2056
value,weight
18,65
68,52
37,9
36,56
94,95
64,17
92,20
85,44
57,56
85,81
22,38
44,14
89,91
72,85
12,17
68,15
76,51
74,88
81,11
51,99
65,73
91,3
60,80
54,82
12,56
6,34
14,49
60,88
81,85
7,98
75,93
46,27
38,29
13,40
61,58
84,100
29,88
33,16
55,35
92,39
16,33
82,7
75,4
19,46
96,5
71,78
10,19
90,28
99,22
79,96
33,6
14,9
85,30
29,73
35,20
29,75
36,27
34,72
81,59
23,98
1,62
48,46
76,33
41,23
10,50
93,35
43,4
69,34
13,16
36,42
67,3
43,9
8,48
18,63
26,57
85,31
63,83
36,44
66,82
39,60
1,23
71,46
96,61
12,76
50,98
