100 2469
value,weight
71,98
95,70
99,9
27,77
89,29
90,17
34,46
13,95
64,25
69,39
52,1
75,15
83,84
12,53
52,12
7,49
11,20
93,98
98,23
66,29
77,8
53,61
42,78
2,21
7,38
14,17
87,5
94,15
55,24
26,35
31,20
22,90
5,15
29,38
37,43
45,28
25,62
9,88
19,39
50,99
53,80
38,67
14,26
74,56
17,51
19,88
55,40
45,15
37,73
27,53
28,36
18,60
51,78
10,80
23,29
60,26
71,100
35,62
6,32
61,28
6,92
96,9
67,67
44,62
52,60
86,63
25,57
93,19
6,46
80,63
74,58
73,32
15,1
6,21
72,79
53,26
70,99
79,20
68,81
63,33
47,56
6,62
93,99
46,12
61,96
50,40
96,99
34,25
91,75
14,93
35,69
83,56
3,81
85,9
55,65
99,40
2,65
79,26
34,15
19,75
